2024-02-26 19:06:48 | GOAL | tasks.alfworld | Example 0 | Goal: look at bowl under the desklamp.
2024-02-26 19:06:48 | INFO | tasks.alfworld | Step 00 - Message: You are in the middle of a room. Looking quickly around you, you see a bed 1, a desk 2, a desk 1, a drawer 6, a drawer 5, a drawer 4, a drawer 3, a drawer 2, a drawer 1, a garbagecan 1, a laundryhamper 1, a safe 1, a shelf 6, a shelf 5, a shelf 4, a shelf 3, a shelf 2, and a shelf 1.
2024-02-26 19:07:34 | INFO | tasks.alfworld | Step 17 - Progress Rate: 0.25

2024-02-26 19:07:36 | INFO | tasks.alfworld | Step 18 - Action: 
2024-02-26 19:07:36 | INFO | tasks.alfworld | Step 18 - Observation: Nothing happens.
2024-02-26 19:07:36 | INFO | tasks.alfworld | Step 18 - Progress Rate: 0.25

2024-02-26 19:07:38 | INFO | tasks.alfworld | Step 19 - Action: 
2024-02-26 19:07:38 | INFO | tasks.alfworld | Step 19 - Observation: Nothing happens.
2024-02-26 19:07:38 | INFO | tasks.alfworld | Step 19 - Progress Rate: 0.25

2024-02-26 19:07:41 | INFO | tasks.alfworld | Step 20 - Action: 
2024-02-26 19:07:41 | INFO | tasks.alfworld | Step 20 - Observation: Nothing happens.
2024-02-26 19:07:41 | INFO | tasks.alfworld | Step 20 - Progress Rate: 0.25

2024-02-26 19:07:43 | INFO | tasks.alfworld | Step 21 - Action: 
2024-02-26 19:07:43 | INFO | tasks.alfworld | Step 21 - Observation: Nothing happens.
2024-02-26 19:07:43 | INFO | tasks.alfworld | Step 21 - Progress Rate: 0.25

2024-02-26 19:07:45 | INFO | tasks.alfworld | Step 22 - Action: 
2024-02-26 19:07:45 | INFO | tasks.alfworld | Step 22 - Observation: Nothing happens.
2024-02-26 19:07:45 | INFO | tasks.alfworld | Step 22 - Progress Rate: 0.25

2024-02-26 19:07:47 | INFO | tasks.alfworld | Step 23 - Action: 
2024-02-26 19:07:48 | INFO | tasks.alfworld | Step 23 - Observation: Nothing happens.
2024-02-26 19:07:48 | INFO | tasks.alfworld | Step 23 - Progress Rate: 0.25

2024-02-26 19:07:50 | INFO | tasks.alfworld | Step 24 - Action: 
2024-02-26 19:07:50 | INFO | tasks.alfworld | Step 24 - Observation: Nothing happens.
2024-02-26 19:07:50 | INFO | tasks.alfworld | Step 24 - Progress Rate: 0.25

2024-02-26 19:07:52 | INFO | tasks.alfworld | Step 25 - Action: 
2024-02-26 19:07:52 | INFO | tasks.alfworld | Step 25 - Observation: Nothing happens.
2024-02-26 19:07:52 | INFO | tasks.alfworld | Step 25 - Progress Rate: 0.25

2024-02-26 19:07:55 | INFO | tasks.alfworld | Step 26 - Action: 
2024-02-26 19:07:55 | INFO | tasks.alfworld | Step 26 - Observation: Nothing happens.
2024-02-26 19:07:55 | INFO | tasks.alfworld | Step 26 - Progress Rate: 0.25

2024-02-26 19:07:57 | INFO | tasks.alfworld | Step 27 - Action: 
2024-02-26 19:07:57 | INFO | tasks.alfworld | Step 27 - Observation: Nothing happens.
2024-02-26 19:07:57 | INFO | tasks.alfworld | Step 27 - Progress Rate: 0.25

2024-02-26 19:07:59 | INFO | tasks.alfworld | Step 28 - Action: 
2024-02-26 19:07:59 | INFO | tasks.alfworld | Step 28 - Observation: Nothing happens.
2024-02-26 19:07:59 | INFO | tasks.alfworld | Step 28 - Progress Rate: 0.25

2024-02-26 19:08:02 | INFO | tasks.alfworld | Step 29 - Action: 
2024-02-26 19:08:02 | INFO | tasks.alfworld | Step 29 - Observation: Nothing happens.
2024-02-26 19:08:02 | INFO | tasks.alfworld | Step 29 - Progress Rate: 0.25

2024-02-26 19:08:02 | INFO | tasks.alfworld | use guess percentage: 0.0
2024-02-26 19:08:02 | FINISH | tasks.alfworld | Example 0 | Success: False , Progress Rate: 0.25 , Steps: 29

2024-02-26 19:08:03 | GOAL | tasks.alfworld | Example 1 | Goal: put two soapbar in garbagecan.
2024-02-26 19:08:03 | INFO | tasks.alfworld | Step 00 - Message: You are in the middle of a room. Looking quickly around you, you see a cabinet 4, a cabinet 3, a cabinet 2, a cabinet 1, a countertop 1, a garbagecan 1, a handtowelholder 2, a handtowelholder 1, a sinkbasin 2, a sinkbasin 1, a toilet 1, a toiletpaperhanger 1, and a towelholder 1.
2024-02-26 19:08:07 | INFO | tasks.alfworld | Step 00 - Action: go to
2024-02-26 19:08:07 | INFO | tasks.alfworld | Step 00 - Observation: Nothing happens.
2024-02-26 19:08:07 | INFO | tasks.alfworld | Step 00 - Progress Rate: 0.0

2024-02-26 19:08:09 | INFO | tasks.alfworld | Step 01 - Action: 
2024-02-26 19:08:09 | INFO | tasks.alfworld | Step 01 - Observation: Nothing happens.
2024-02-26 19:08:09 | INFO | tasks.alfworld | Step 01 - Progress Rate: 0.0

2024-02-26 19:08:11 | INFO | tasks.alfworld | Step 02 - Action: 
2024-02-26 19:08:11 | INFO | tasks.alfworld | Step 02 - Observation: Nothing happens.
2024-02-26 19:08:11 | INFO | tasks.alfworld | Step 02 - Progress Rate: 0.0

2024-02-26 19:08:13 | INFO | tasks.alfworld | Step 03 - Action: 
2024-02-26 19:08:14 | INFO | tasks.alfworld | Step 03 - Observation: Nothing happens.
2024-02-26 19:08:14 | INFO | tasks.alfworld | Step 03 - Progress Rate: 0.0

2024-02-26 19:08:16 | INFO | tasks.alfworld | Step 04 - Action: 
2024-02-26 19:08:16 | INFO | tasks.alfworld | Step 04 - Observation: Nothing happens.
2024-02-26 19:08:16 | INFO | tasks.alfworld | Step 04 - Progress Rate: 0.0

2024-02-26 19:08:18 | INFO | tasks.alfworld | Step 05 - Action: 
2024-02-26 19:08:18 | INFO | tasks.alfworld | Step 05 - Observation: Nothing happens.
2024-02-26 19:08:18 | INFO | tasks.alfworld | Step 05 - Progress Rate: 0.0

2024-02-26 19:08:20 | INFO | tasks.alfworld | Step 06 - Action: 
2024-02-26 19:08:20 | INFO | tasks.alfworld | Step 06 - Observation: Nothing happens.
2024-02-26 19:08:20 | INFO | tasks.alfworld | Step 06 - Progress Rate: 0.0

2024-02-26 19:08:22 | INFO | tasks.alfworld | Step 07 - Action: 
2024-02-26 19:08:22 | INFO | tasks.alfworld | Step 07 - Observation: Nothing happens.
2024-02-26 19:08:22 | INFO | tasks.alfworld | Step 07 - Progress Rate: 0.0

2024-02-26 19:08:24 | INFO | tasks.alfworld | Step 08 - Action: 
2024-02-26 19:08:24 | INFO | tasks.alfworld | Step 08 - Observation: Nothing happens.
2024-02-26 19:08:24 | INFO | tasks.alfworld | Step 08 - Progress Rate: 0.0

2024-02-26 19:08:26 | INFO | tasks.alfworld | Step 09 - Action: 
2024-02-26 19:08:26 | INFO | tasks.alfworld | Step 09 - Observation: Nothing happens.
2024-02-26 19:08:26 | INFO | tasks.alfworld | Step 09 - Progress Rate: 0.0

2024-02-26 19:08:29 | INFO | tasks.alfworld | Step 10 - Action: 
2024-02-26 19:08:29 | INFO | tasks.alfworld | Step 10 - Observation: Nothing happens.
2024-02-26 19:08:29 | INFO | tasks.alfworld | Step 10 - Progress Rate: 0.0

2024-02-26 19:08:31 | INFO | tasks.alfworld | Step 11 - Action: 
2024-02-26 19:08:31 | INFO | tasks.alfworld | Step 11 - Observation: Nothing happens.
2024-02-26 19:08:31 | INFO | tasks.alfworld | Step 11 - Progress Rate: 0.0

2024-02-26 19:08:33 | INFO | tasks.alfworld | Step 12 - Action: 
2024-02-26 19:08:33 | INFO | tasks.alfworld | Step 12 - Observation: Nothing happens.
2024-02-26 19:08:33 | INFO | tasks.alfworld | Step 12 - Progress Rate: 0.0

2024-02-26 19:08:35 | INFO | tasks.alfworld | Step 13 - Action: 
2024-02-26 19:08:35 | INFO | tasks.alfworld | Step 13 - Observation: Nothing happens.
2024-02-26 19:08:35 | INFO | tasks.alfworld | Step 13 - Progress Rate: 0.0

2024-02-26 19:08:37 | INFO | tasks.alfworld | Step 14 - Action: 
2024-02-26 19:08:37 | INFO | tasks.alfworld | Step 14 - Observation: Nothing happens.
2024-02-26 19:08:37 | INFO | tasks.alfworld | Step 14 - Progress Rate: 0.0

2024-02-26 19:08:40 | INFO | tasks.alfworld | Step 15 - Action: 
2024-02-26 19:08:40 | INFO | tasks.alfworld | Step 15 - Observation: Nothing happens.
2024-02-26 19:08:40 | INFO | tasks.alfworld | Step 15 - Progress Rate: 0.0

2024-02-26 19:08:42 | INFO | tasks.alfworld | Step 16 - Action: 
2024-02-26 19:08:42 | INFO | tasks.alfworld | Step 16 - Observation: Nothing happens.
2024-02-26 19:08:42 | INFO | tasks.alfworld | Step 16 - Progress Rate: 0.0

2024-02-26 19:08:44 | INFO | tasks.alfworld | Step 17 - Action: 
2024-02-26 19:08:44 | INFO | tasks.alfworld | Step 17 - Observation: Nothing happens.
2024-02-26 19:08:44 | INFO | tasks.alfworld | Step 17 - Progress Rate: 0.0

